,distance,drainage_delta
1221,4095815.739,181
1222,1241663.12,209512.5
1223,152090.2801,
1224,648595.1132,197.75
1225,146179.0258,203.63
1226,2966587.667,91
1227,572747.7948,359
1228,3381410.928,171.0999985
1229,1279784.832,211795
1230,288618.8551,
1231,473504.863,4195
1232,690978.9637,
1233,842491.9217,2345
1234,2460533.733,1975
1235,591667,1905
1236,1615575.045,199.5999999
1237,162277.5931,203.73
1238,1268185.469,1115
1239,3132399.717,190.3000002
1240,149460.4405,106.2000008
1241,124169.3594,3.299999237
1242,629659.9722,1876.200001
1243,95210.82994,181.2000008
1244,0,0
1245,1762741.27,26376.2
1246,377328.5937,350.2000008
1247,245920.0192,10.79999924
1248,616808.9127,4.199998856
1249,1224074.977,436.2000008
1250,42883.35817,1636.200001
1251,68701.38152,23.45999923
1252,729038.1894,
1253,1276871.596,5396.200001
1254,121992.4535,16.60000229
1255,214596.3189,13976.2
1256,228387.5607,343.2000008
1257,664636.8793,5526.200001
1258,1453215.239,165.2000008
1259,3176288.026,11076.2
1260,569301.7555,915.2000008
1261,1036805.968,3866.200001
1262,3247774.904,
1263,1093453.322,15498.2
1264,91984.7996,
1265,3923151.885,15976.2
1266,4228617.165,53.39999771
1267,3470376.028,21.70999932
1268,204407.3278,491.2000008
1269,2937218.626,20.62999916
1270,454864.0175,295.2000008
1271,1750441.172,144.2000008
1272,2901852.472,155.2000008
1273,347431.8821,
1274,3110790.396,1756.200001
1275,333557.9822,243.2000008
1276,2950655.06,271.2000008
1277,793429.4612,
1278,1002433.812,566.2000008
1279,1744691.427,16.54999924
1280,78283.68181,11.89999962
1281,743896.3032,3466.200001
1282,192028.7048,9.599999428
1283,949253.2914,363.2000008
1284,252183.643,66.89999771
1285,3131253.621,181.2000008
1286,517550.8183,198.2000008
1287,455255.7635,104.2000008
1288,3267354.763,
1289,3753578.61,1886.200001
1290,3437143.727,113.2000008
1291,82016.0368,
1292,4285496.248,
1293,4158720.976,
1294,2861643.041,4536.200001
1295,620814.9995,
1296,2957014.548,304.2000008
1297,3322255.147,109.2000008
1298,1823986.814,19576.2
1299,146558.2703,
1300,1539656.717,4486.200001
1301,145677.6096,6.399999619
1302,300350.0178,12.60000229
1303,4190196.714,600.2000008
1304,626581.9864,148.2000008
1305,3701470.905,1115.200001
1306,825924.7722,4206.200001
1307,1563588.335,1676.200001
1308,3764277.65,2126.200001
1309,271623.3426,461.2000008
1310,791397.4541,5056.200001
1311,1064923.296,
1312,3759477.017,1056.200001
1313,287801.3406,359.2000008
1314,69841.03991,8.799999237
1315,430760.4454,
1316,480659.4912,4366.200001
1317,288641.3661,23.27999926
1318,3310089.783,385.2000008
1319,909127.5912,548.2000008
1320,1987953.094,5786.200001
1321,2982704.468,20.40000153
1322,175143.8239,
1323,1543364.727,4996.200001
1324,365398.9503,20.94999933
1325,2365549.798,1476.200001
1326,133329.9545,248.2000008
1327,3141001.172,1026.200001
1328,211056.1245,20.20000076
1329,957068.7616,3756.200001
1330,2984832.981,5176.200001
1331,2999302.603,750.2000008
1332,722957.6526,4326.200001
1333,1079406.635,2286.200001
1334,4069913.897,52.29999924
1335,1033357.026,
1336,351651.3491,39.90000153
1337,367956.9026,46.10000229
1338,3763036.049,
1339,3405837.434,48.50000381
1340,288321.8127,17.8399992
1341,857653.5824,329.2000008
1342,2956461.679,11.29999924
1343,2772362.629,41.00000381
1344,2515499.702,3616.200001
1345,42558.88057,55.50000381
1346,2707067.502,
1347,3275961.385,2046.200001
1348,553801.1231,377.2000008
1349,837997.4778,
1350,408440.4868,6866.200001
1351,366353.317,1556.200001
1352,189759.0942,161.2000008
1353,432355.0416,13.5
1354,4007859.035,1526.200001
1355,328341.61,
1356,717553.1974,29.60000229
1357,4041282.246,123.2000008
1358,4056646.682,17.29999924
1359,372361.1723,214.2000008
1360,1375515.443,4456.200001
1361,1707168.635,48076.2
1362,457708.4547,
1363,3309735.199,25576.2
1364,2955989.229,152.2000008
1365,430267.1794,3
1366,2690291.783,13276.2
1367,2650895.268,21.70999932
1368,723019.7895,206.2000008
1369,1216717.329,772.2000008
1370,544757.49,771.2000008
1371,59024.63275,20.5
1372,2831035.395,592565.2
1373,243422.2085,
1374,3694659.329,267.2000008
1375,380467.6468,215.2000008
1376,421459.1123,15.99999905
1377,1274854.799,1376.200001
1378,497944.2121,
1379,688168.2615,1216.200001
1380,3307845.898,29
1381,153581.559,
1382,1087661.87,7666.200001
1383,177271.3819,282.2000008
1384,2963594.306,
1385,559408.3966,5.200000763
1386,2964388.769,476.2000008
1387,164544.8257,613.2000008
1388,1290591.705,725.2000008
1389,341735.4911,151.2000008
1390,286186.7133,1806.200001
1391,812409.7152,37.60000229
1392,2956611.208,1706.200001
1393,246964.0433,5.200000763
1394,4388195.568,354.2000008
1395,3360184.405,292.2000008
1396,3885286.553,127.2000008
1397,316122.2879,30.10000229
1398,464150.5731,332.2000008
1399,179111.0478,16.30999947
1400,3522068.993,34.79999924
1401,613805.2403,763.2000008
1402,3245488.866,3396.200001
1403,419786.3753,215.2000008
1404,2965502.095,36976.2
1405,195986.7236,206.2000008
1406,3691771.775,16.02999926
1407,1455349.966,1686.200001
1408,1263884.913,20676.2
1409,157917.0114,201.2000008
1410,3455208.436,38.10000229
1411,98478.61829,66.89999771
1412,658439.476,16.10000229
1413,1440247.778,
1414,120805.9982,7.999999046
1415,2973034.602,673.2000008
1416,3277219.523,117.2000008
1417,3439513.222,
1418,943021.4427,564.2000008
1419,1328424.896,809.2000008
1420,342724.2934,95.20000076
1421,3440064.705,59.10000229
1422,1836300.413,2016.200001
1423,2609993.638,9016.200001
1424,1386454.396,15476.2
1425,124720.4995,158.2000008
1426,205345.855,1206.200001
1427,44711.76499,3.400001526
1428,931716.2047,159.2000008
1429,144474.6092,119.2000008
1430,2856952.625,140.2000008
1431,2337513.54,4136.200001
1432,411558.5509,789.400013
1433,150897.9682,
1434,1761235.879,6466.200001
1435,2875673.579,1826.200001
1436,3272971.272,25676.2
1437,303434.7662,1166.200001
1438,530749.0976,79.20000076
1439,494835.7498,257.2000008
1440,1080091.346,44076.2
1441,619187.653,
1442,3476879.189,0.899999619
1443,3137411.131,908.2000008
1444,353733.041,
1445,229109.4421,19976.2
1446,66113.89562,23.25999922
1447,1105768.433,1186.200001
1448,2942648.371,1986.200001
1449,2758015.447,11276.2
1450,3232812.143,287.2000008
1451,2866164.46,1616.200001
1452,369805.1238,
1453,256364.7173,932.2000008
1454,67062.65873,
1455,668911.5734,1686.200001
1456,2716262.093,214.2000008
1457,1742991.462,22.82999921
1458,3438539.817,37.60000229
1459,277165.2796,4686.200001
1460,181106.6767,222.2000008
1461,1465747.326,862.2000008
1462,3517327.874,18876.2
1463,3981196.411,74.60000229
1464,1550200.661,18376.2
1465,694726.2867,
1466,735165.7353,274.2000008
1467,152186.5577,0.900001526
1468,957195.1127,2416.200001
1469,1028885.635,20276.2
1470,156022.2041,364.2000008
1471,370121.1952,1966.200001
1472,241250.6389,271.2000008
1473,3384530.858,361.2000008
1474,2752515.329,611.2000008
1475,333591.4024,1606.200001
1476,3350919.605,2126.200001
1477,293360.5513,30.60000229
1478,3941343.276,124.2000008
1479,168845.7347,781.2000008
1480,3200549.542,2216.200001
1481,87294.1749,56.20000076
1482,2942823.76,144.2000008
1483,2740713.052,3396.200001
1484,3031221.958,233.2000008
1485,688850.4735,0.899999619
1486,729770.9626,14476.2
1487,52827.98502,144.2000008
1488,3650541.204,750.2000008
1489,1744767.556,23.67999924
1490,362489.01,155.2000008
1491,928572.0369,92.20000076
1492,3875442.508,1186.200001
1493,644142.6245,5976.200001
1494,375102.8844,
1495,94547.83802,8.499999046
1496,242092.3524,
1497,293015.6249,
1498,442968.2722,
1499,361985.2177,
1500,3223625.027,4456.200001
1501,125696.1322,
1502,302004.189,56.00000381
1503,1743170.956,23.25999922
1504,533496.7585,291.2000008
1505,349407.7215,144.2000008
1506,3083785.114,6866.200001
1507,160599.1472,7.300001144
1508,173203.1023,727.2000008
1509,2885345.322,763.2000008
1510,3279741.814,187.2000008
1511,3591639.489,14676.2
1512,206947.364,561.2000008
1513,616305.2798,101.2000008
1514,405070.4671,
1515,2811081.303,13876.2
1516,1418723.798,3606.200001
1517,2807445.635,130.2000008
1518,1070284.647,70.60000229
1519,4160343.934,13.20000076
1520,631181.1935,
1521,2945648.068,207.2000008
1522,913319.2552,12376.2
1523,1283008.814,9036.200001
1524,464253.8446,2436.200001
1525,2918174.37,3056.200001
1526,3103888.095,15576.2
1527,2874733.426,3656.200001
1528,1266326.058,411.2000008
1529,375263.483,
1530,207865.3613,111.2000008
1531,4028209.538,0.200000763
1532,1198002.265,209693.7
1533,65498.30678,
1534,738593.6749,16.54999924
1535,58229.18136,22.42999923
1536,2882377.21,90.20000076
1537,501043.9239,540.2000008
1538,3305254.563,10.10000229
1539,1235558.49,211976.2
1540,239155.9645,
1541,465462.9416,4376.200001
1542,601785.6445,
1543,772470.211,2526.200001
1544,2387696.603,2156.200001
1545,561295.0905,2086.200001
1546,1536654.757,18.39999914
1547,85570.62151,22.52999926
1548,1195561.779,1296.200001
1549,3050954.208,9.099999428
1550,1902136.385,26270
1551,1822244.085,26379.5
1552,1559943.396,24500
1553,1836670.39,26195
1554,1762741.27,26376.2
1555,0,0
1556,1412411.139,26026
1557,1964810.363,26387
1558,2356533.634,26380.4
1559,581550.8624,25940
1560,1724241.652,24740
1561,1745846.81,26399.66
1562,2379616.548,
1563,519089.3237,20980
1564,1882009.445,26359.6
1565,1700057.807,12400
1566,1540118.411,26033
1567,1922446.29,20850
1568,335208.5907,26211
1569,1427243.393,15300
1570,1195310.597,25461
1571,758263.951,22510
1572,2011146.61,
1573,913955.0567,10878
1574,1678891.183,
1575,2223642.917,10400
1576,2524917.825,26322.8
1577,1810722.079,26397.91
1578,1877132.734,25885
1579,1272915.355,26396.83
1580,2213375.665,26081
1581,223760.3519,26232
1582,1194789.482,26221
1583,1966546.789,
1584,1350338.9,24620
1585,2004812.702,26133
1586,1288772.663,26105
1587,2360642.927,
1588,776088.0336,25810
1589,115659.3547,26392.75
1590,1685444.74,26388.1
1591,1055540.207,22910
1592,1921042.408,26385.8
1593,869515.0773,26013
1594,1961713.571,26309.3
1595,1396729.528,26195
1596,1274264.46,26178
1597,2204674.502,26272
1598,2083135.223,
1599,2013061.351,24490
1600,1674897.913,26263
1601,1694287.153,
1602,2592928.369,
1603,2529135.123,
1604,1311364.071,21840
1605,1173021.34,
1606,1247252.015,26072
1607,1565292.25,26267
1608,1762357.702,6800
1609,1868412.2,
1610,305596.8546,21890
1611,1672935.681,26382.6
1612,1981549.646,26363.6
1613,2515597.69,25776
1614,1186612.69,26228
1615,1958422.176,25261
1616,951740.9873,22170
1617,2734740.649,24700
1618,2023147.706,24250
1619,1516851.227,25915
1620,2139542.633,21320
1621,2470722.224,
1622,1998120.509,25320
1623,2050215.134,26017
1624,1814381.831,26367.4
1625,2192129.891,
1626,1324989.131,22010
1627,1476102.931,26399.48
1628,1553791.747,25991
1629,854839.9748,25828
1630,2130404.832,20590
1631,1314489.958,26355.8
1632,1916206.089,
1633,2555551.316,21380
1634,2118905.779,26397.15
1635,3106993.742,24900
1636,1751214.935,26128
1637,1378262.571,25350
1638,1963261.227,26356
1639,810262.0447,22620
1640,1301451.168,21200
1641,1298703.488,25626
1642,2110913.321,22050
1643,703325.0469,24090
1644,2310822.305,26323.9
1645,2471176.427,
1646,2114389.457,26336.3
1647,2127052.74,26330.1
1648,2013004.491,
1649,1643700.259,26327.7
1650,1476211.846,26394.04
1651,2397002.183,26047
1652,1256385.721,26387.5
1653,1027070.864,26335.2
1654,2826068.114,22760
1655,1725349.806,26320.7
1656,972013.3936,
1657,1516907.264,24330
1658,1317074.826,25999
1659,933875.515,
1660,1851605.846,19510
1661,1712625.838,24820
1662,1952417.806,26215
1663,2008091.256,26362.7
1664,2245665.98,24850
1665,1477331.289,
1666,2255045.515,26346.6
1667,2292613.918,26253
1668,2300499.107,26358.9
1669,1700179.18,26162
1670,446753.4036,21920
1671,930725.1346,21700
1672,1309216.828,
1673,1559359.504,800
1674,1248873.756,26224
1675,2192990.704,26379.2
1676,927582.0838,13100
1677,918874.9285,26397.91
1678,1780337.613,26170
1679,546659.2838,25604
1680,1227116.04,25605
1681,1735533.044,26355.7
1682,1221454.412,566189
1683,1998283.2,
1684,1965760.377,26109
1685,1428530.13,26161
1686,1999677.73,26392.2
1687,826485.7333,25000
1688,2255031.43,
1689,1771782.168,25160
1690,1545122.777,26347.2
1691,1617021.081,
1692,2355385.809,18710
1693,1919655.624,26094
1694,1236238.787,
1695,1221671.098,26371
1696,1271200.001,25900
1697,1601112.655,25763
1698,476439.6261,25651
1699,1461849.715,26225
1700,1487599.823,24570
1701,954566.0838,26338.6
1702,1224834.124,24670
1703,1966658.875,26371
1704,2696595.719,26022
1705,1597940.921,26084
1706,2184607.563,26249
1707,1495118.317,26346.1
1708,1340098.243,26044
1709,1704957.157,26392.51
1710,1768068.631,26341.4
1711,1177555.399,25613
1712,1495466.202,22980
1713,1453984.23,26161
1714,1309805.554,10600
1715,1893698.52,26170
1716,1934118.194,26392.23
1717,311771.6711,24690
1718,1207697.654,5700
1719,1619031.152,26175
1720,1693607.873,26338.1
1721,1852391.248,26309.3
1722,1123895.089,26360.1
1723,531394.9613,
1724,1839061.052,26384.2
1725,1308559.944,25703
1726,1518156.161,26259
1727,1828846.391,
1728,829169.0387,25812
1729,445508.6413,25567
1730,1453311.946,26281
1731,1679411.91,26317.1
1732,2200146.006,24360
1733,886003.6615,17360
1734,2673754.119,10900
1735,1884476.924,26218
1736,1952160.332,25170
1737,1731660.402,26372.8
1738,1406171.254,26217
1739,1884175.734,26257
1740,1106815.328,26236
1741,582662.9166,22240
1742,1363079.862,25586.79999
1743,1622193.405,
1744,76314.4664,19910
1745,1136539.694,24550
1746,1513076.033,700
1747,1468376.41,25210
1748,1903544.847,26297
1749,1333392.784,26119
1750,685035.3908,17700
1751,1181188.214,
1752,1714792.697,26377.1
1753,1374670.216,25468
1754,2111703.521,
1755,1584092.979,6400
1756,1713821.315,26399.46
1757,715800.6572,25190
1758,1180657.198,24390
1759,1402112.285,15100
1760,1480375.773,26089
1761,1178827.815,24760
1762,1983584.341,
1763,1744471.755,25444
1764,1717794.477,
1765,1629119.485,24690
1766,953990.063,26162
1767,111599.9829,26399.03
1768,1677734.284,26338.6
1769,1871798.209,21690
1770,1581876.02,26154
1771,630412.7181,25514
1772,1779617.862,7500
1773,2224480.361,26301.6
1774,265481.7134,8000
1775,2230054.332,
1776,1913848.693,26102
1777,1827630.783,26375.3
1778,1697324.344,23960
1779,2059227.64,6100
1780,1917940.518,26012
1781,1988135.957,24410
1782,1870279.488,26105
1783,1621939.549,26015
1784,1004553.384,25765
1785,1452868.131,24770
1786,1600561.501,24250
1787,2055974.487,26345.6
1788,2179789.672,26252
1789,1793969.597,25595
1790,1438976.933,24160
1791,1718730.714,26320
1792,1219010.833,26232
1793,980202.8378,22980
1794,1318208.554,26143
1795,1950000.36,26377.1
1796,1215481.018,11900
1797,1710032.686,26232
1798,1917331.804,25626
1799,113381.9952,26399.88
1800,2123156.586,26221
1801,948165.0627,26284
1802,2116424.937,25190
1803,1618894.267,20400
1804,1996516.936,
1805,1847110.449,26384.7
1806,1974098.126,
1807,2055755.928,
1808,2204429.243,
1809,1443801.187,
1810,1476731.737,21920
1811,1882876.68,
1812,1491047.879,26320.2
1813,114815.9677,26399.46
1814,1241012.618,26085
1815,1472854.298,26232
1816,1450768.698,19510
1817,1862374.656,26368.9
1818,1935940.896,25649
1819,1138458.275,25613
1820,1518237.484,26189
1821,1835857.362,11700
1822,1861390.016,25815
1823,2100858.214,26275
1824,1373523.239,
1825,1071387.793,12500
1826,1781098.894,22770
1827,1154559.1,26246
1828,742430.9354,26305.6
1829,2419288.59,26363
1830,1145115.483,
1831,1228279.41,26169
1832,2326024.599,14000
1833,483888.5996,17340
1834,1300521.937,23940
1835,1255002.791,23320
1836,1342433.667,10800
1837,1112901.568,22720
1838,508161.768,25965
1839,1984131.832,
1840,1883304.909,26265
1841,2278373.115,26376
1842,839572.581,183317.5
1843,1750760.656,
1844,2244831.083,26392.75
1845,1750095.682,26398.63
1846,1211342.605,26286
1847,1263928.461,25836
1848,1546550.827,26366.1
1849,813495.5037,185600
1850,1555637.754,
1851,1513327.802,22000
1852,1204919.294,
1853,995429.9464,23850
1854,625605.817,24220
1855,1349001.407,24290
1856,268306.5786,26394.6
1857,1768400.776,26398.73
1858,568849.4766,25080
1859,1331962.029,26385.3
1860,526678.3069,244
1861,474885.0012,353.5
1862,678996.129,1526
1863,467641.2396,169
1864,377328.5937,350.2000008
1865,1412411.139,26026
1866,0,0
1867,616270.4448,361
1868,994087.6486,354.3999996
1869,856431.2797,86
1870,334748.7998,1286
1871,342878.6602,373.66
1872,1093226.449,
1873,911989.105,5046
1874,498660.661,333.5999985
1875,430978.5813,13626
1876,217933.4656,7
1877,883200.36,5176
1878,1092649.674,185
1879,2836275.485,10726
1880,267713.8998,565
1881,668620.1091,3516
1882,3031925.873,
1883,870435.0287,15148
1884,285678.761,
1885,3604561.198,15626
1886,3909327.235,296.8000031
1887,3162141.5,371.9100001
1888,550966.5216,141
1889,2563131.387,370.8299999
1890,828643.8407,55
1891,1383772.964,206
1892,2531448.688,195
1893,682978.0614,
1894,2753214.789,1406
1895,690324.7788,107
1896,2576385.604,79
1897,1136941.697,
1898,639705.6197,216
1899,1385136.626,366.75
1900,300693.1721,362.1000004
1901,370156.4549,3116
1902,563896.9234,359.8000002
1903,575086.3912,13
1904,619430.819,283.3000031
1905,2764213.283,169
1906,304994.8331,152
1907,832123.9216,246
1908,3062736.404,
1909,3418598.27,1536
1910,3086154.746,237
1911,298101.1807,
1912,3970225.372,
1913,3862363.678,
1914,2573612.792,4186
1915,246653.81,
1916,2586735.646,46
1917,2961819.849,241
1918,1785649.349,19226
1919,513020.5735,
1920,1173438.426,4136
1921,262720.3855,356.6000004
1922,659083.4085,337.5999985
1923,3880555.944,250
1924,249315.2241,202
1925,3365191.953,765
1926,462151.1841,3856
1927,1828507.247,1326
1928,3429016.2,1776
1929,255460.5296,111
1930,1062167.486,4706
1931,1372726.338,
1932,3410039.858,706
1933,658410.5883,9
1934,442180.9733,341.4000015
1935,789766.9634,
1936,103957.8998,4016
1937,116794.1017,373.48
1938,2949309.976,35
1939,574830.3628,198
1940,2012564.649,5436
1941,2608730.3,329.7999992
1942,550368.2397,
1943,1764764.074,4646
1944,741955.2746,371.1500001
1945,2553274.682,1126
1946,426089.4378,102
1947,2787755.01,676
1948,588384.0563,330
1949,602253.979,3406
1950,2611921.994,4826
1951,2627884.54,400
1952,1001634.875,3976
1953,715656.7831,1936
1954,3723228.335,297.9000015
1955,1349013.491,
1956,718852.953,310.2999992
1957,742142.2486,304.0999985
1958,3423040.8,
1959,3055116.944,301.6999969
1960,118244.8816,368.04
1961,1195496.926,21
1962,2585126.157,361.5
1963,2408931.835,309.1999969
1964,2607645.212,3266
1965,335333.2859,294.6999969
1966,2341568.222,
1967,2916949.772,1696
1968,425257.4467,27
1969,478609.7981,
1970,664954.9734,6516
1971,550916.8835,1206
1972,558493.6904,189
1973,757089.141,336.7000008
1974,3656739.984,1176
1975,67110.50912,
1976,1048523.653,320.5999985
1977,3702280.787,227
1978,3712611.996,332.9000015
1979,546949.1835,136
1980,1008033.109,4106
1981,1495570.87,47726
1982,122254.6084,
1983,2969151.23,25226
1984,2585407.558,198
1985,795402.2752,353.2000008
1986,2338261.088,12926
1987,2285079.173,371.9100001
